Date,Max Temperature (F),Min Temperature (F),Humidity (%),Weather,Description,Rainfall (mm),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Clouds (%)
12/20/2023 01:00:00,53.55,46.74,47,Clear,clear sky,0.0,1010,1.03,0,0
12/20/2023 02:00:00,55.74,49.62,49,Clear,clear sky,0.0,1009,2.06,120,0
12/20/2023 03:00:00,57.74,49.62,51,Clear,clear sky,0.0,1008,2.57,130,0
12/20/2023 04:00:00,56.75,51.42,46,Clear,clear sky,0.0,1006,3.09,130,0
12/20/2023 05:00:00,58.78,50.67,52,Clear,clear sky,0.0,1006,3.09,140,0
12/20/2023 06:00:00,58.55,50.67,49,Clear,clear sky,0.0,1007,1.54,150,0
12/20/2023 07:00:00,54.79,50.67,52,Clouds,broken clouds,0.0,1007,2.57,40,75
12/20/2023 08:00:00,55.62,50.56,54,Clouds,broken clouds,0.0,1007,2.57,50,75
12/20/2023 09:00:00,55.62,47.8,60,Clouds,broken clouds,0.0,1008,2.57,120,75
12/20/2023 10:00:00,51.42,46.62,65,Clouds,broken clouds,0.0,1008,3.09,120,75
12/20/2023 11:00:00,50.65,44.62,69,Clouds,broken clouds,0.0,1008,3.09,140,75
12/20/2023 12:00:00,53.55,42.62,67,Clouds,broken clouds,0.0,1008,3.09,140,75
12/20/2023 13:00:00,53.62,42.04,69,Clouds,broken clouds,0.0,1008,1.03,0,75
12/20/2023 14:00:00,52.63,41.79,68,Clouds,broken clouds,0.0,1008,1.03,0,75
12/20/2023 15:00:00,53.62,40.78,65,Clouds,broken clouds,0.0,1008,4.63,240,75
12/20/2023 16:00:00,47.55,38.79,68,Clouds,scattered clouds,0.0,1008,3.09,270,40
12/20/2023 17:00:00,49.62,38.79,67,Clouds,scattered clouds,0.0,1008,4.12,250,40
12/20/2023 18:00:00,49.62,36.61,60,Clouds,scattered clouds,0.0,1007,9.26,240,40
12/20/2023 19:00:00,48.61,36.61,60,Clouds,few clouds,0.0,1007,10.8,250,20
12/20/2023 20:00:00,46.02,38.05,54,Clouds,few clouds,0.0,1008,10.29,250,20
12/20/2023 21:00:00,46.62,41.25,53,Clouds,few clouds,0.0,1008,7.2,240,20
12/20/2023 22:00:00,46.62,36.05,46,Clouds,few clouds,0.0,1008,7.72,250,20
12/20/2023 23:00:00,47.82,38.61,51,Clouds,few clouds,0.0,1008,7.72,240,20
12/21/2023 00:00:00,52.56,42.8,38,Clouds,few clouds,0.0,1008,9.26,230,20
12/21/2023 01:00:00,51.75,49.55,31,Clouds,few clouds,0.0,1009,7.72,230,20
12/21/2023 02:00:00,52.79,50.67,26,Clouds,few clouds,0.0,1010,9.77,250,20
12/21/2023 03:00:00,56.59,52.05,22,Clouds,few clouds,0.0,1006,8.75,220,20
12/21/2023 04:00:00,58.24,51.33,26,Clouds,few clouds,0.0,1006,9.77,200,20
12/21/2023 05:00:00,56.05,51.75,29,Clouds,few clouds,0.0,1008,8.75,220,20
12/21/2023 06:00:00,56.05,49.75,27,Clouds,few clouds,0.0,1006,9.26,220,20
12/21/2023 07:00:00,52.84,47.75,30,Clouds,few clouds,0.0,1008,8.75,230,20
12/21/2023 08:00:00,50.79,45.75,34,Clouds,few clouds,0.0,1009,8.75,240,20
12/21/2023 09:00:00,48.78,42.75,33,Clouds,few clouds,0.0,1011,6.17,250,20
12/21/2023 10:00:00,47.64,42.75,31,Clouds,few clouds,0.0,1012,7.2,260,20
12/21/2023 11:00:00,46.63,39.74,33,Clear,clear sky,0.0,1013,3.09,280,0
12/21/2023 12:00:00,45.64,39.61,35,Clear,clear sky,0.0,1014,2.57,280,0
12/21/2023 13:00:00,44.64,36.79,32,Clear,clear sky,0.0,1014,3.6,260,0
12/21/2023 14:00:00,46.54,36.61,35,Clouds,few clouds,0.0,1015,4.12,270,20
12/21/2023 15:00:00,45.55,38.25,34,Clear,clear sky,0.0,1014,3.6,260,0
12/21/2023 16:00:00,44.55,38.82,33,Clear,clear sky,0.0,1014,2.06,250,0
12/21/2023 17:00:00,41.65,38.66,36,Clear,clear sky,0.0,1015,2.57,280,0
12/21/2023 18:00:00,42.55,33.04,37,Clear,clear sky,0.0,1015,4.63,260,0
12/21/2023 19:00:00,42.55,34.05,37,Clear,clear sky,0.0,1015,2.06,280,0
12/21/2023 20:00:00,42.55,36.59,37,Clear,clear sky,0.0,1016,3.6,280,0
12/21/2023 21:00:00,38.82,34.79,38,Clear,clear sky,0.0,1016,2.06,290,0
12/21/2023 22:00:00,42.55,34.59,42,Clouds,few clouds,0.0,1016,4.63,20,20
12/21/2023 23:00:00,44.55,38.64,40,Clouds,few clouds,0.0,1017,5.14,10,20
12/22/2023 00:00:00,45.59,35.51,38,Clouds,few clouds,0.0,1017,5.66,10,20
12/22/2023 01:00:00,44.64,41.61,36,Clouds,few clouds,0.0,1017,2.06,20,20
12/22/2023 02:00:00,46.74,43.66,34,Clouds,few clouds,0.0,1016,2.06,70,20
12/22/2023 03:00:00,49.55,44.64,39,Clouds,few clouds,0.0,1015,2.57,160,20
12/22/2023 04:00:00,50.76,46.63,39,Clouds,few clouds,0.0,1014,5.14,190,20
12/22/2023 05:00:00,51.04,47.75,36,Clouds,few clouds,0.0,1013,7.2,210,20
12/22/2023 06:00:00,51.8,48.74,33,Clouds,few clouds,0.0,1013,8.75,210,20
12/22/2023 07:00:00,49.78,46.74,30,Clouds,few clouds,0.0,1013,7.2,220,20
12/22/2023 08:00:00,48.78,44.74,31,Clouds,few clouds,0.0,1014,7.2,200,20
12/22/2023 09:00:00,47.79,41.76,25,Clouds,few clouds,0.0,1015,7.2,240,20
12/22/2023 10:00:00,46.02,40.78,23,Clouds,few clouds,0.0,1017,8.23,290,20
12/22/2023 11:00:00,44.64,38.75,25,Clouds,few clouds,0.0,1018,4.12,290,20
12/22/2023 12:00:00,43.65,37.74,30,Clouds,few clouds,0.0,1019,7.2,310,20
12/22/2023 13:00:00,44.55,35.74,35,Clouds,few clouds,0.0,1020,8.75,310,20
12/22/2023 14:00:00,41.63,36.75,41,Clear,clear sky,0.0,1021,11.32,320,0
12/22/2023 15:00:00,41.63,33.75,46,Clear,clear sky,0.0,1021,6.69,310,0
12/22/2023 16:00:00,42.55,33.04,48,Clear,clear sky,0.0,1022,5.14,320,0
12/22/2023 17:00:00,41.56,31.6,51,Clear,clear sky,0.0,1023,4.63,330,0
12/22/2023 18:00:00,39.61,34.05,52,Clear,clear sky,0.0,1023,2.57,330,0
12/22/2023 19:00:00,40.55,34.59,53,Clear,clear sky,0.0,1023,2.06,310,0
12/22/2023 20:00:00,38.55,34.79,52,Clear,clear sky,0.0,1023,2.57,310,0
12/22/2023 21:00:00,39.54,33.58,52,Clear,clear sky,0.0,1024,2.57,320,0
12/22/2023 22:00:00,39.54,33.58,55,Clouds,few clouds,0.0,1025,4.12,320,20
12/22/2023 23:00:00,43.63,36.64,52,Clouds,few clouds,0.0,1025,0.51,0,20
12/23/2023 00:00:00,45.55,35.51,45,Clouds,few clouds,0.0,1026,1.03,0,20
12/23/2023 01:00:00,47.55,40.05,33,Clouds,few clouds,0.0,1026,1.54,260,20
12/23/2023 02:00:00,48.74,44.62,28,Clouds,few clouds,0.0,1026,2.06,330,20
12/23/2023 03:00:00,50.56,45.66,30,Clouds,few clouds,0.0,1025,2.06,60,20
12/23/2023 04:00:00,50.76,47.61,31,Clouds,few clouds,0.0,1023,2.57,100,20
12/23/2023 05:00:00,51.64,47.66,33,Clouds,few clouds,0.0,1024,2.57,130,20
12/23/2023 06:00:00,51.04,49.24,34,Clouds,few clouds,0.0,1024,3.09,190,20
12/23/2023 07:00:00,51.62,46.62,34,Clouds,few clouds,0.0,1025,1.03,0,20
12/23/2023 08:00:00,48.61,43.75,42,Clouds,few clouds,0.0,1025,2.06,180,20
12/23/2023 09:00:00,47.82,42.62,43,Clouds,few clouds,0.0,1026,1.54,0,20
12/23/2023 10:00:00,46.63,38.61,46,Clouds,few clouds,0.0,1027,1.03,0,20
12/23/2023 11:00:00,50.56,36.61,44,Clouds,few clouds,0.0,1027,1.03,330,20
12/23/2023 12:00:00,48.54,37.8,42,Clear,clear sky,0.0,1027,3.6,10,0
12/23/2023 13:00:00,47.55,34.61,40,Clear,clear sky,0.0,1027,4.12,350,0
12/23/2023 14:00:00,46.54,40.59,39,Clear,clear sky,0.0,1027,3.6,340,0
12/23/2023 15:00:00,44.55,38.55,42,Clear,clear sky,0.0,1027,3.09,360,0
12/23/2023 16:00:00,43.56,38.59,43,Clear,clear sky,0.0,1027,4.12,320,0
12/23/2023 17:00:00,43.56,37.58,46,Clear,clear sky,0.0,1027,2.57,340,0
12/23/2023 18:00:00,42.55,36.59,48,Clear,clear sky,0.0,1027,3.09,360,0
12/23/2023 19:00:00,42.42,35.58,49,Clouds,broken clouds,0.0,1027,3.09,30,75
12/23/2023 20:00:00,41.56,35.58,53,Clouds,broken clouds,0.0,1027,3.09,20,75
12/23/2023 21:00:00,41.63,36.79,52,Clouds,broken clouds,0.0,1028,2.57,20,75
12/23/2023 22:00:00,42.62,38.64,52,Clouds,broken clouds,0.0,1028,3.09,30,75
12/23/2023 23:00:00,40.66,36.79,53,Clouds,broken clouds,0.0,1028,3.6,10,75
12/24/2023 00:00:00,40.75,35.51,55,Clouds,broken clouds,0.0,1029,3.09,30,75
12/24/2023 01:00:00,42.42,39.25,54,Clouds,broken clouds,0.0,1029,2.06,20,75
12/24/2023 02:00:00,44.22,40.05,51,Clouds,broken clouds,0.0,1028,2.57,330,75
12/24/2023 03:00:00,47.55,42.62,46,Clouds,broken clouds,0.0,1027,3.09,350,75
12/24/2023 04:00:00,50.56,44.62,43,Clouds,broken clouds,0.0,1025,1.54,10,75
12/24/2023 05:00:00,50.79,45.61,43,Clouds,broken clouds,0.0,1024,2.06,60,75
12/24/2023 06:00:00,50.79,46.62,43,Clouds,broken clouds,0.0,1024,2.57,60,75
12/24/2023 07:00:00,49.78,45.61,44,Clouds,scattered clouds,0.0,1024,2.06,90,40
12/24/2023 08:00:00,48.61,42.8,48,Clouds,scattered clouds,0.0,1023,1.03,0,40
12/24/2023 09:00:00,48.61,38.05,49,Clouds,broken clouds,0.0,1023,3.6,10,75
12/24/2023 10:00:00,48.54,38.61,51,Clouds,broken clouds,0.0,1022,4.63,10,75
12/24/2023 11:00:00,46.54,38.05,55,Clear,clear sky,0.0,1024,4.63,10,0
12/24/2023 12:00:00,46.54,38.05,55,Clear,clear sky,0.0,1022,3.6,330,0
12/24/2023 13:00:00,44.55,39.78,54,Clear,clear sky,0.0,1022,3.09,310,0
12/24/2023 14:00:00,43.63,36.05,55,Clear,clear sky,0.0,1021,3.09,310,0
12/24/2023 15:00:00,43.63,40.62,55,Clear,clear sky,0.0,1021,2.57,330,0
12/24/2023 16:00:00,42.62,38.82,53,Clear,clear sky,0.0,1020,2.57,290,0
12/24/2023 17:00:00,41.63,38.82,55,Clear,clear sky,0.0,1020,2.57,280,0
12/24/2023 18:00:00,40.62,37.02,61,Clear,clear sky,0.0,1023,1.54,250,0
12/24/2023 19:00:00,39.61,33.04,62,Clear,clear sky,0.0,1021,1.54,320,0
12/24/2023 20:00:00,39.61,37.02,62,Clear,clear sky,0.0,1020,1.03,0,0
12/24/2023 21:00:00,39.54,38.64,61,Clear,clear sky,0.0,1019,2.06,290,0
12/24/2023 22:00:00,37.63,35.22,58,Clear,clear sky,0.0,1018,1.03,0,0
12/24/2023 23:00:00,39.63,36.79,64,Clear,clear sky,0.0,1021,0.45,302,0
12/25/2023 00:00:00,44.78,39.25,62,Clouds,few clouds,0.0,1020,1.54,330,20
12/25/2023 01:00:00,48.74,42.75,56,Clouds,few clouds,0.0,1021,1.54,40,20
12/25/2023 02:00:00,51.58,46.63,42,Clear,clear sky,0.0,1020,0.45,81,0
12/25/2023 03:00:00,52.75,49.64,42,Clear,clear sky,0.0,1019,1.29,12,0
12/25/2023 04:00:00,52.65,49.62,48,Clouds,few clouds,0.0,1020,2.57,70,20
12/25/2023 05:00:00,53.8,50.67,40,Clouds,few clouds,0.0,1016,3.6,50,20
12/25/2023 06:00:00,57.74,50.67,39,Clear,clear sky,0.0,1013,1.34,18,0
12/25/2023 07:00:00,56.75,50.65,41,Clouds,few clouds,0.0,1017,3.09,30,20
12/25/2023 08:00:00,52.63,48.79,45,Clouds,few clouds,0.0,1019,2.57,20,20
12/25/2023 09:00:00,51.42,45.61,47,Clouds,few clouds,0.0,1018,5.66,10,20
12/25/2023 10:00:00,53.55,42.62,51,Clouds,few clouds,0.0,1020,5.14,10,20
12/25/2023 11:00:00,51.55,40.6,45,Clouds,few clouds,0.0,1017,3.6,330,20
12/25/2023 12:00:00,47.64,38.61,49,Clear,clear sky,0.0,1019,0.45,282,3
12/25/2023 13:00:00,47.55,42.78,50,Clouds,few clouds,0.0,1020,4.12,310,20
12/25/2023 14:00:00,46.62,40.59,55,Clear,clear sky,0.0,1023,0.89,261,0
12/25/2023 15:00:00,46.62,39.58,55,Clear,clear sky,0.0,1021,5.14,340,0
12/25/2023 16:00:00,42.64,39.78,59,Clear,clear sky,0.0,1024,0.89,296,0
12/25/2023 17:00:00,43.63,41.67,55,Clear,clear sky,0.0,1021,0.45,292,0
12/25/2023 18:00:00,42.64,38.79,59,Clear,clear sky,0.0,1024,1.54,280,0
12/25/2023 19:00:00,42.64,37.78,55,Clear,clear sky,0.0,1021,0.89,288,0
12/25/2023 20:00:00,42.64,38.82,54,Clear,clear sky,0.0,1022,2.57,270,0
12/25/2023 21:00:00,43.56,37.78,56,Clear,clear sky,0.0,1022,2.24,345,0
12/25/2023 22:00:00,43.56,36.79,59,Clouds,few clouds,0.0,1024,3.09,300,20
12/25/2023 23:00:00,47.62,38.82,52,Clouds,few clouds,0.0,1023,3.09,310,20
12/26/2023 00:00:00,46.63,39.11,52,Clouds,few clouds,0.0,1025,1.03,0,20
12/26/2023 01:00:00,50.79,47.55,43,Clouds,few clouds,0.0,1024,1.54,160,20
12/26/2023 02:00:00,51.64,49.55,40,Clouds,few clouds,0.0,1022,1.54,80,20
12/26/2023 03:00:00,54.25,51.42,40,Clouds,few clouds,0.0,1020,2.57,120,20
12/26/2023 04:00:00,56.55,52.65,40,Clouds,few clouds,0.0,1021,4.12,160,20
12/26/2023 05:00:00,58.05,53.64,37,Clear,clear sky,0.0,1019,0.89,238,3
12/26/2023 06:00:00,58.59,53.62,40,Clouds,few clouds,0.0,1017,8.23,190,20
12/26/2023 07:00:00,57.61,52.65,49,Clear,clear sky,0.0,1015,0.45,280,3
12/26/2023 08:00:00,57.54,46.74,55,Clear,clear sky,0.0,1018,0.45,165,2
12/26/2023 09:00:00,52.66,46.62,65,Clear,clear sky,0.0,1019,2.18,214,1
12/26/2023 10:00:00,51.64,44.8,59,Clear,clear sky,0.0,1018,2.07,326,0
12/26/2023 11:00:00,49.66,41.61,62,Clear,clear sky,0.0,1021,2.28,315,1
12/26/2023 12:00:00,53.55,41.79,62,Clear,clear sky,0.0,1021,3.09,280,0
12/26/2023 13:00:00,51.55,43.25,64,Clear,clear sky,0.0,1019,4.63,270,0
12/26/2023 14:00:00,49.55,42.04,58,Clear,clear sky,0.0,1019,0.45,269,3
12/26/2023 15:00:00,45.64,39.61,57,Clear,clear sky,0.0,1019,3.09,280,0
12/26/2023 16:00:00,48.54,40.05,58,Clear,clear sky,0.0,1019,2.57,260,0
12/26/2023 17:00:00,47.62,41.79,62,Clouds,few clouds,0.0,1022,3.21,342,19
12/26/2023 18:00:00,47.62,43.59,56,Clear,clear sky,0.0,1020,2.57,290,0
12/26/2023 19:00:00,46.62,39.78,59,Clear,clear sky,0.0,1018,3.09,310,0
12/26/2023 20:00:00,46.62,38.05,60,Clear,clear sky,0.0,1021,2.57,290,0
12/26/2023 21:00:00,48.61,44.64,55,Clear,clear sky,0.0,1020,6.69,350,0
12/26/2023 22:00:00,47.82,44.64,56,Clouds,few clouds,0.0,1022,3.6,20,20
12/26/2023 23:00:00,50.63,39.54,59,Clouds,scattered clouds,0.0,1021,2.57,50,40
12/27/2023 00:00:00,51.55,43.75,57,Clouds,broken clouds,0.0,1024,3.6,20,75
12/27/2023 01:00:00,50.65,47.61,53,Clouds,broken clouds,0.0,1027,2.57,50,75
12/27/2023 02:00:00,53.74,50.79,44,Clouds,broken clouds,0.0,1025,3.6,30,75
12/27/2023 03:00:00,55.74,50.79,44,Clouds,broken clouds,0.0,1026,5.14,350,75
12/27/2023 04:00:00,55.78,51.62,45,Clouds,broken clouds,0.0,1025,4.12,350,75
12/27/2023 05:00:00,53.58,51.8,39,Clouds,broken clouds,0.0,1023,0.45,265,76
12/27/2023 06:00:00,55.63,53.55,39,Clouds,broken clouds,0.0,1026,3.6,360,75
12/27/2023 07:00:00,56.55,50.61,40,Clouds,broken clouds,0.0,1024,0.45,273,68
12/27/2023 08:00:00,55.54,48.61,40,Clouds,broken clouds,0.0,1025,1.79,298,60
12/27/2023 09:00:00,53.55,45.79,38,Clouds,scattered clouds,0.0,1025,0.45,294,45
12/27/2023 10:00:00,50.63,43.05,39,Clouds,broken clouds,0.0,1025,8.23,340,75
12/27/2023 11:00:00,50.56,43.79,36,Clouds,few clouds,0.0,1024,7.2,340,20
12/27/2023 12:00:00,49.55,42.62,43,Clouds,broken clouds,0.0,1028,8.75,340,75
12/27/2023 13:00:00,48.61,42.62,43,Clouds,broken clouds,0.0,1026,7.72,350,75
12/27/2023 14:00:00,47.62,41.76,42,Clouds,overcast clouds,0.0,1023,5.51,356,95
12/27/2023 15:00:00,47.62,40.75,45,Clouds,overcast clouds,0.0,1026,0.89,325,91
12/27/2023 16:00:00,47.62,41.61,45,Clouds,broken clouds,0.0,1027,7.2,10,75
12/27/2023 17:00:00,46.62,41.56,45,Clouds,broken clouds,0.0,1026,6.17,360,75
12/27/2023 18:00:00,46.62,40.55,46,Clouds,broken clouds,0.0,1029,4.38,3,80
12/27/2023 19:00:00,46.62,40.24,44,Clouds,broken clouds,0.0,1026,4.12,350,75
12/27/2023 20:00:00,46.62,39.61,46,Clouds,broken clouds,0.0,1028,4.12,360,75
12/27/2023 21:00:00,46.62,38.05,46,Clouds,broken clouds,0.0,1026,5.14,10,75
12/27/2023 22:00:00,45.63,38.61,46,Clouds,broken clouds,0.0,1027,4.12,360,75
12/27/2023 23:00:00,46.62,38.05,47,Clouds,broken clouds,0.0,1027,5.14,360,75
12/28/2023 00:00:00,44.22,40.78,48,Clouds,broken clouds,0.0,1027,4.63,350,75
12/28/2023 01:00:00,48.74,42.64,43,Clouds,broken clouds,0.0,1029,4.63,10,75
12/28/2023 02:00:00,47.66,46.63,43,Clouds,overcast clouds,0.0,1028,1.34,344,87
12/28/2023 03:00:00,50.76,47.66,45,Clouds,broken clouds,0.0,1025,3.6,10,75
12/28/2023 04:00:00,50.76,47.82,50,Clouds,broken clouds,0.0,1024,4.12,20,75
12/28/2023 05:00:00,51.75,47.82,49,Clouds,broken clouds,0.0,1022,4.12,30,75
12/28/2023 06:00:00,51.75,47.75,53,Clouds,scattered clouds,0.0,1025,1.71,69,50
12/28/2023 07:00:00,51.8,49.05,52,Clouds,broken clouds,0.0,1022,3.09,40,75
12/28/2023 08:00:00,50.79,45.61,57,Clouds,broken clouds,0.0,1022,3.09,30,75
12/28/2023 09:00:00,47.82,45.05,58,Clouds,few clouds,0.0,1021,2.57,50,20
12/28/2023 10:00:00,47.82,41.61,65,Clouds,few clouds,0.0,1020,2.06,40,20
12/28/2023 11:00:00,51.55,41.76,66,Clouds,few clouds,0.0,1020,3.6,20,20
12/28/2023 12:00:00,50.56,39.74,68,Clear,clear sky,0.0,1018,1.02,71,10
12/28/2023 13:00:00,48.61,40.05,67,Clouds,few clouds,0.0,1020,2.06,360,20
12/28/2023 14:00:00,48.61,40.55,65,Clouds,scattered clouds,0.0,1020,3.09,300,40
12/28/2023 15:00:00,43.66,38.05,63,Clear,clear sky,0.0,1020,0.89,295,3
12/28/2023 16:00:00,45.55,38.05,59,Clouds,few clouds,0.0,1018,2.57,280,20
12/28/2023 17:00:00,42.64,39.78,62,Clear,clear sky,0.0,1019,0.89,316,2
12/28/2023 18:00:00,42.55,41.65,62,Clear,clear sky,0.0,1019,0.89,336,2
12/28/2023 19:00:00,43.63,34.84,67,Clear,clear sky,0.0,1022,0.45,325,0
12/28/2023 20:00:00,43.63,38.82,64,Clear,clear sky,0.0,1019,2.57,260,0
12/28/2023 21:00:00,43.63,40.62,67,Clear,clear sky,0.0,1022,1.03,0,0
12/28/2023 22:00:00,41.56,37.02,65,Clear,clear sky,0.0,1017,1.54,270,0
12/28/2023 23:00:00,48.61,38.82,66,Clouds,few clouds,0.0,1018,2.57,300,20
12/29/2023 00:00:00,46.78,41.56,64,Clear,clear sky,0.0,1020,2.06,270,0
12/29/2023 01:00:00,50.76,44.74,57,Clear,clear sky,0.0,1020,0.89,30,0
12/29/2023 02:00:00,52.59,47.55,46,Clouds,few clouds,0.0,1020,1.54,50,20
12/29/2023 03:00:00,56.75,49.62,52,Clouds,few clouds,0.0,1019,2.57,90,20
12/29/2023 04:00:00,59.79,50.67,48,Clear,clear sky,0.0,1017,2.06,90,0
12/29/2023 05:00:00,60.04,50.67,45,Clouds,few clouds,0.0,1018,2.06,90,20
12/29/2023 06:00:00,60.04,53.22,40,Clouds,few clouds,0.0,1017,2.06,100,20
12/29/2023 07:00:00,59.79,52.66,43,Clear,clear sky,0.0,1018,1.71,59,0
12/29/2023 08:00:00,56.05,50.67,45,Clear,clear sky,0.0,1019,1.73,99,0
12/29/2023 09:00:00,52.66,49.75,53,Clear,clear sky,0.0,1020,1.86,124,0
12/29/2023 10:00:00,53.22,45.75,47,Clear,clear sky,0.0,1021,1.54,170,0
12/29/2023 11:00:00,50.65,46.8,56,Clear,clear sky,0.0,1020,2.57,140,0
12/29/2023 12:00:00,54.55,43.79,59,Clear,clear sky,0.0,1020,2.06,170,0
12/29/2023 13:00:00,53.55,42.8,58,Clear,clear sky,0.0,1020,2.06,180,0
12/29/2023 14:00:00,51.55,41.79,62,Clear,clear sky,0.0,1020,2.06,300,0
12/29/2023 15:00:00,50.56,42.04,60,Clear,clear sky,0.0,1020,2.57,10,0
12/29/2023 16:00:00,49.62,42.04,61,Clouds,few clouds,0.0,1020,4.63,310,20
12/29/2023 17:00:00,46.54,41.76,63,Clouds,few clouds,0.0,1020,4.63,320,20
12/29/2023 18:00:00,49.62,40.05,62,Clouds,broken clouds,0.0,1020,5.14,350,75
12/29/2023 19:00:00,49.62,38.44,60,Clouds,broken clouds,0.0,1020,4.63,350,75
12/29/2023 20:00:00,48.61,40.59,62,Clouds,broken clouds,0.0,1020,3.6,20,75
12/29/2023 21:00:00,46.62,38.05,61,Clouds,scattered clouds,0.0,1020,4.12,10,40
12/29/2023 22:00:00,46.62,39.58,61,Clouds,broken clouds,0.0,1020,4.63,10,75
12/29/2023 23:00:00,46.02,40.8,65,Clouds,broken clouds,0.0,1021,5.14,10,75
12/30/2023 00:00:00,47.82,43.79,60,Clouds,scattered clouds,0.0,1021,4.12,360,40
12/30/2023 01:00:00,50.59,45.61,55,Clouds,few clouds,0.0,1021,4.63,350,20
12/30/2023 02:00:00,53.74,49.05,49,Clouds,broken clouds,0.0,1020,5.14,350,75
12/30/2023 03:00:00,57.74,52.05,47,Clouds,scattered clouds,0.0,1019,4.12,350,40
12/30/2023 04:00:00,57.79,54.61,44,Clouds,scattered clouds,0.0,1018,2.06,20,40
12/30/2023 05:00:00,58.75,54.66,48,Clouds,scattered clouds,0.0,1017,2.06,90,40
12/30/2023 06:00:00,60.75,54.66,49,Clouds,scattered clouds,0.0,1017,2.57,90,40
12/30/2023 07:00:00,59.79,52.66,54,Clouds,broken clouds,0.0,1017,2.06,120,75
12/30/2023 08:00:00,56.05,51.75,58,Clouds,broken clouds,0.0,1017,2.06,170,75
12/30/2023 09:00:00,54.63,48.74,60,Clouds,broken clouds,0.0,1017,1.03,0,75
12/30/2023 10:00:00,53.62,47.61,60,Clouds,broken clouds,0.0,1017,1.54,200,75
12/30/2023 11:00:00,53.22,44.62,64,Clouds,broken clouds,0.0,1017,1.54,140,75
12/30/2023 12:00:00,52.63,44.8,70,Clouds,scattered clouds,0.0,1017,3.6,180,40
12/30/2023 13:00:00,54.55,43.79,68,Clouds,broken clouds,0.0,1016,2.57,310,75
12/30/2023 14:00:00,53.62,46.78,74,Clouds,broken clouds,0.0,1015,1.54,60,75
12/30/2023 15:00:00,54.63,43.05,72,Rain,light rain,0.21,1014,1.54,270,75
12/30/2023 16:00:00,50.56,42.62,71,Clouds,broken clouds,0.0,1013,2.06,270,75
12/30/2023 17:00:00,49.55,43.05,68,Clouds,broken clouds,0.0,1012,3.09,300,75
12/30/2023 18:00:00,49.66,43.05,65,Clouds,broken clouds,0.0,1012,3.6,310,75
12/30/2023 19:00:00,48.54,41.61,65,Clouds,broken clouds,0.0,1011,3.09,310,75
12/30/2023 20:00:00,49.66,42.62,65,Rain,light rain,0.33,1010,2.57,350,100
12/30/2023 21:00:00,48.54,42.62,73,Rain,moderate rain,3.35,1010,2.06,280,100
12/30/2023 22:00:00,48.54,42.62,77,Rain,light rain,0.72,1010,1.03,0,100
12/30/2023 23:00:00,47.55,42.62,82,Rain,light rain,0.73,1009,2.06,350,100
12/31/2023 00:00:00,46.02,42.71,83,Rain,light rain,0.29,1009,4.12,10,100
12/31/2023 01:00:00,48.54,42.75,82,Clouds,overcast clouds,0.0,1007,4.12,340,100
12/31/2023 02:00:00,49.8,44.74,81,Clouds,broken clouds,0.0,1006,3.09,10,75
12/31/2023 03:00:00,53.55,48.79,77,Clouds,broken clouds,0.0,1003,2.57,10,75
12/31/2023 04:00:00,54.05,50.67,71,Clouds,few clouds,0.0,1002,2.57,360,20
12/31/2023 05:00:00,56.05,52.66,66,Clouds,few clouds,0.0,1000,2.06,350,20
12/31/2023 06:00:00,58.05,54.25,62,Clouds,scattered clouds,0.0,1000,1.54,90,40
12/31/2023 07:00:00,56.79,52.66,65,Clouds,broken clouds,0.0,1000,2.06,160,75
12/31/2023 08:00:00,56.05,50.67,67,Clouds,broken clouds,0.0,1000,2.57,160,75
12/31/2023 09:00:00,54.79,48.74,69,Clouds,broken clouds,0.0,1000,2.06,170,75
12/31/2023 10:00:00,53.64,47.75,72,Clouds,broken clouds,0.0,1000,1.03,50,75
12/31/2023 11:00:00,56.55,47.61,72,Clouds,broken clouds,0.0,1001,2.57,350,75
12/31/2023 12:00:00,53.22,47.61,73,Clouds,broken clouds,0.0,1001,3.09,10,75
12/31/2023 13:00:00,54.55,45.61,76,Clouds,few clouds,0.0,1002,4.12,10,20
12/31/2023 14:00:00,50.65,44.74,78,Clouds,few clouds,0.0,1002,6.17,330,20
12/31/2023 15:00:00,51.42,44.74,78,Clear,clear sky,0.0,1003,5.66,340,0
12/31/2023 16:00:00,52.79,45.75,79,Clear,clear sky,0.0,1004,4.63,10,0
12/31/2023 17:00:00,53.8,46.74,70,Clear,clear sky,0.0,1006,4.63,360,0
12/31/2023 18:00:00,55.62,46.74,59,Clear,clear sky,0.0,1007,5.14,340,0
12/31/2023 19:00:00,54.63,47.75,53,Clear,clear sky,0.0,1007,8.75,310,0
12/31/2023 20:00:00,52.56,46.74,53,Clear,clear sky,0.0,1009,13.89,310,0
12/31/2023 21:00:00,51.55,46.74,54,Clear,clear sky,0.0,1012,12.86,330,0
12/31/2023 22:00:00,51.62,45.75,53,Clouds,few clouds,0.0,1013,10.8,340,20
12/31/2023 23:00:00,50.79,45.75,48,Clouds,few clouds,0.0,1014,10.8,330,20
01/01/2024 00:00:00,51.55,47.75,45,Clouds,few clouds,0.0,1016,10.29,330,20
01/01/2024 01:00:00,53.55,49.64,40,Clouds,few clouds,0.0,1017,11.32,330,20
